ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2034-05-15,42,37211,591,Unemployed,Master,20,5611,36,,0,,257,0.5332801381263839,4,2,0.1850072787977873,0,Education,0,26,12,501,1447,38830,2695,3100.9166666666665,0.7897738816578254,4,36135,0.195111,0.1584138205527455,196.82699649437583,0.146352529035299,1,64.0
2034-05-16,45,,603,Employed,Doctorate,,42397,60,Married,2,Rent,616,0.4398149744058175,2,1,,0,Auto,0,34,,13441,565,,,25000.0,0.8545771290945493,3,4046,0.2458969999999999,0.2706029023423962,1296.1344804419812,0.0764853792176792,1,51.2
2034-05-17,28,,612,Employed,Bachelor,4,14460,48,Married,,,375,0.4764637921543483,2,1,0.2314233045312045,,Debt Consolidation,0,24,9,17022,,24370,,2784.6666666666665,0.7749113784855807,10,,0.20346,0.1756409216712795,421.475879742966,0.2860219821916325,0,75.0
2034-05-18,59,142697,601,Employed,Bachelor,36,50618,48,Single,,Mortgage,241,0.266721623798601,7,2,0.5964846813196114,0,Auto,0,17,22,6265,1660,30620,32222,11891.416666666666,0.8513019493714308,,,0.245118,0.2294390505684717,1620.8261082577617,0.1565689068382176,1,59.2
2034-05-19,63,37083,601,Employed,,36,9360,24,Married,3,Mortgage,315,0.4991754374011236,4,1,,0,Education,,22,10,475,1152,21397,9025,3090.25,0.727762954863527,5,12372,0.18386,,483.8500609463157,0.2585066130398238,0,73.0
2034-05-20,44,98552,542,Unemployed,High School,21,12913,60,,0,Own,,,,,0.2155794835774265,0,Debt Consolidation,0,22,,1291,3223,,16618,8212.666666666666,0.8544791936271298,,102317,0.246913,0.2656555317878719,390.95652385522857,0.1137214697445282,1,58.400000000000006
2034-05-21,59,228952,661,Employed,Master,38,18311,120,Married,,Own,203,0.0956385851772332,,0,0.3109763573700003,0,Auto,,29,8,2404,1326,13225,9966,19079.33333333333,,8,3259,0.242811,,409.7530077503399,0.0321160596675463,1,51.2
2034-05-22,33,,511,Employed,Bachelor,5,27648,60,Married,5,Mortgage,226,0.5766105184719112,1,0,0.3754609421243068,0,Debt Consolidation,0,27,,7807,837,31364,78812,4928.333333333333,0.7581611454750171,4,2880,,0.2730114073320876,849.2241084391708,0.2181719530143735,0,78.0
2034-05-23,30,56925,532,Employed,Bachelor,,22591,24,Single,1,Mortgage,946,,2,0,0.2695948960290738,0,Debt Consolidation,0,24,14,4652,1241,74682,22155,4743.75,0.6917241149229462,,52527,0.231591,0.2185887972017832,1170.40563719637,0.4461461158780226,0,69.0
2034-05-24,40,24540,596,Employed,Bachelor,16,15892,60,Single,4,Mortgage,247,0.0524981644477475,3,2,0.11332180481636,0,Education,0,29,21,425,3793,,32828,2045.0,0.92592100440224,4,6470,,0.2006390358367664,421.6060701629892,0.3269467335760339,0,72.0
2034-05-25,45,28040,591,Employed,Master,21,6478,120,Single,,Other,,0.5345817112098863,4,1,0.3223105145517395,0,Home,0,24,,,647,18925,5262,,0.8015602434492355,4,13663,0.265978,0.2343069322703192,140.26423815650534,0.3869889749599881,0,84.0
2034-05-26,35,,607,Unemployed,Bachelor,11,19141,72,Married,2,Own,198,0.1912278154491322,4,,0.0892482750759762,1,Home,1,21,16,3370,121,,,4367.666666666667,0.6741763904615378,9,120598,,0.2029007135013707,461.7051155379627,0.1510429173940233,0,90.0
2034-05-27,46,110517,602,Employed,High School,22,19929,48,Single,0,Other,466,,,0,0.5168580842830938,0,Auto,0,22,9,2848,9201,302865,,,0.642125143535613,4,295002,0.213929,0.2358937071564642,,0.1206554120821326,1,57.6
2034-05-28,43,,603,Employed,Associate,23,17230,120,Married,3,,659,0.4869174317500672,,1,0.3694141084156633,0,,,23,12,6268,1530,172696,26191,3074.6666666666665,,8,146505,,0.2645623522199009,409.7948715004997,0.3476132496207176,0,72.0
2034-05-29,28,199917,605,Employed,Doctorate,,42951,96,Married,,Own,230,,1,0,,0,Debt Consolidation,1,24,15,3027,496,17233,16760,,0.7962236794029137,4,1669,0.275451,,1123.2047868365903,0.0812259959985348,1,56.8
2034-05-30,46,41760,545,Employed,Bachelor,26,19301,72,Married,3,Rent,267,,,1,0.4136478315286745,0,,0,27,,648,1248,117488,5234,,0.8298036775894316,9,,0.261801,0.2843521776563655,561.3252574330851,0.2380244992623807,0,81.0
2034-05-31,50,79683,555,Employed,Master,28,45385,96,Married,,Mortgage,716,0.3236606866304706,5,1,0.5453109999751445,0,Home,1,32,,1622,778,32037,4049,6640.25,,2,,0.302885,0.3043573273296972,,0.2983898363622665,0,92.0
2034-06-01,42,67974,624,Employed,Master,21,28333,72,Divorced,2,Own,1071,0.4847014906388909,4,,0.2242344930401091,0,Auto,0,30,6,693,240,157235,,5664.5,0.7655734457071497,7,123605,0.231333,,654.3543793426795,0.3045907634111889,1,56.8
2034-06-02,53,56880,609,Unemployed,Bachelor,30,29021,120,Married,3,Other,581,0.1929582878349237,5,1,0.0734167433830349,0,Other,0,28,25,1537,1302,199858,,4740.0,0.7554349962682666,5,193833,0.279521,0.2941022184883767,752.4334500169754,0.2813150738432437,0,66.0
2034-06-03,25,15000,532,Employed,Associate,2,33763,72,Single,3,Rent,380,0.394503181797016,2,1,0.3827097037894306,0,Debt Consolidation,1,17,23,7054,548,260514,15103,1250.0,0.5476174325418521,5,245411,,0.2486172331632999,906.6172439113602,1.029293795129088,0,84.0
2034-06-04,45,31176,591,Employed,Associate,22,26420,24,Single,3,Own,,0.2351814040631562,4,1,0.270899852303826,0,Debt Consolidation,0,23,3,1183,656,30470,8614,2598.0,,4,21856,0.20592,0.2268214478316715,1379.5370242041242,0.6865038584311487,0,81.0
2034-06-05,25,55166,619,Self-Employed,Bachelor,2,18090,24,Married,5,Mortgage,230,,2,0,0.0779207717163832,,Auto,0,18,1,8444,869,58209,25432,4597.166666666667,,2,32777,0.18359,0.165341530896795,890.3665993180576,0.2437080664143981,0,78.0
2034-06-06,26,,503,Employed,Associate,5,28029,36,Married,4,Rent,146,0.1419665332991953,1,1,0.4995001307542419,0,Home,0,25,,396,638,54408,31537,3011.083333333333,0.8690064393699491,3,22871,0.261529,,,0.4080851341632461,0,79.0
2034-06-07,32,75112,615,Employed,Bachelor,10,33988,24,Married,,Rent,582,0.2361270940092558,2,0,0.2648682418795827,0,Education,0,,3,2269,1618,43069,129779,6259.333333333333,0.8074476871128681,6,10609,0.2014879999999999,0.1973519337269447,1725.452930285206,0.3686419635134529,0,75.0
2034-06-08,28,83642,525,Employed,,4,28434,60,,,Mortgage,161,0.4681554398374077,3,0,0.3703960118111207,0,Other,0,,9,1184,742,179144,41566,6970.166666666667,0.8263551620871245,7,,0.270934,0.2871023075450569,897.5387872160394,0.1518670697328193,0,74.0
2034-06-09,33,,585,Employed,Associate,8,10498,60,Single,1,Rent,310,0.1465141240005975,2,1,0.3950130656346352,0,Home,0,,29,3891,5068,316387,24123,3316.333333333333,0.8939716583098268,4,292264,,0.2204305247636072,290.2003694637786,0.1809831247754885,1,56.0
2034-06-10,37,28388,568,Employed,Bachelor,17,33019,24,,,Own,381,0.172801602240057,6,2,0.2558754406930942,0,,0,23,15,1955,263,306229,32768,2365.6666666666665,0.7438704154047568,5,273461,0.2240189999999999,0.2535943299646386,1768.2344873628333,0.908511126122094,0,69.0
2034-06-11,50,114739,576,Employed,Associate,31,31924,12,Married,2,Rent,266,0.392945075647963,2,1,0.0285916637334547,,Home,,,7,4166,1591,52983,15258,9561.583333333334,0.8164920127382176,6,37725,,0.2113588338869376,2974.64644748076,0.3389236211730023,1,56.0
2034-06-12,36,20702,487,Employed,Associate,15,33607,60,Single,2,Rent,575,0.3879523626195231,2,0,0.1100071182777508,0,Home,0,22,,15490,292,143151,5830,1725.1666666666667,0.974683173149756,2,137321,0.295107,,983.2861595448584,0.903267023212168,0,70.0
2034-06-13,20,30768,531,Employed,Associate,,18815,24,Married,0,Rent,400,0.6912146796128826,4,,0.1682417178396985,0,Auto,0,28,17,6102,1399,110939,7557,2564.0,0.7463250451081007,5,103382,0.228315,0.2030680227597343,960.4268474602492,,0,72.0
2034-06-14,53,35638,636,Self-Employed,Master,,15199,60,,1,Rent,321,0.354969169596279,2,0,0.2688841067646896,0,Auto,0,18,28,4229,,8222,18476,2969.833333333333,0.8737806550298682,6,8612,,0.1910211167365234,395.1248967692337,,1,61.6
2034-06-15,29,74414,579,Employed,Associate,8,21597,24,,0,Mortgage,533,0.2749465124165284,4,0,0.1252783454645022,0,Debt Consolidation,0,33,20,1882,961,68434,,6201.166666666667,0.6788817647184436,6,34520,0.207097,0.1710697281092041,1068.9149971058912,,1,56.0
2034-06-16,39,96228,626,Employed,High School,16,35226,108,Single,3,Other,476,0.4157037573147223,5,1,0.1441772374920791,0,Auto,0,14,10,3143,1716,35882,50517,,0.6276769802547059,7,1556,0.267226,0.3173739106417969,990.7502663313458,0.1829093735292861,0,66.0
2034-06-17,45,44080,579,Employed,Associate,19,10685,36,Divorced,1,Mortgage,613,,6,0,,,Education,0,,4,11001,,519650,40801,3673.3333333333335,0.94270734745775,4,478849,0.206185,0.2354916489424237,416.67792183938025,0.2803115939671634,1,60.0
2034-06-18,42,48032,588,Employed,High School,19,22398,24,Single,1,Rent,326,0.114635016017336,,0,0.2763399892022198,0,Auto,,,11,5926,,159724,47224,4002.6666666666665,0.8516078598427823,,112500,,0.2040222755331077,1144.370115552495,0.3673476304678119,0,69.0
2034-06-19,53,61641,537,Unemployed,Bachelor,28,8137,60,Single,4,Rent,611,0.2881961959544672,3,0,0.4989239510991302,0,Auto,,19,3,6239,1236,52619,55849,5136.75,0.936991781003276,10,5141,0.244637,0.1957096,,0.1605378574015532,1,72.8
2034-06-20,45,,532,Employed,High School,,10860,60,Married,4,Own,469,,1,1,,0,Debt Consolidation,0,32,,5310,1627,16284,59038,10349.25,0.8799318385674535,,4323,0.24986,0.2686931780945447,330.76593438083245,0.0772776707858861,1,61.6
2034-06-21,29,16829,448,Employed,Master,8,37928,96,Divorced,0,Own,,0.2523196308801847,2,1,0.1939789953325486,0,Auto,,,11,2244,583,66103,,,0.6035041673248733,6,56572,0.348928,0.3630358902895945,1217.049228107427,1.2771163311717348,0,72.0
2034-06-22,66,86433,630,Employed,High School,44,25148,72,Divorced,3,Other,648,0.3066690272564659,3,3,0.1685526382477946,0,Home,0,26,1,6123,,147601,,7202.75,,5,11840,0.225148,0.2558530499506221,686.4761038216415,0.1852731392623153,0,72.0
2034-06-23,42,64904,627,Employed,Bachelor,19,12569,36,Divorced,1,Other,589,0.1939285171153404,4,1,0.5513753370050992,0,Debt Consolidation,0,21,18,808,,60488,19831,,,7,40657,0.184069,0.1879152704619588,459.4057780357553,0.1938381199375857,1,60.8
2034-06-24,38,37052,520,Employed,,15,30341,36,Married,2,Mortgage,403,0.1861927490286898,2,0,0.4352461179327696,0,Debt Consolidation,0,23,4,391,336,62452,104294,3087.6666666666665,0.8567171328866562,,3565,0.255341,0.2416866526781051,1193.0525962750974,0.5169122086608325,0,85.0
2034-06-25,51,80738,577,Employed,Doctorate,27,16197,36,,1,Rent,472,0.3352024002347525,8,,0.2082593642713429,0,Other,0,32,,2621,2389,43211,33083,6728.166666666667,0.6995863337099999,,10128,0.212697,0.2117091598775353,611.6453526144549,0.16106101502853,1,63.2
2034-06-26,42,,594,Employed,Associate,19,27151,36,Married,5,Mortgage,648,0.17253853058625,7,0,0.2478251785774796,0,Debt Consolidation,,18,21,18440,336,,57465,5867.0,0.8316289117328476,9,5872,0.215151,0.1934853470148074,1000.038588525616,0.2808997082879864,0,79.0
2034-06-27,44,77526,646,Unemployed,Master,26,27423,60,Single,2,Mortgage,246,0.3431546740941209,,2,0.1866089146853351,0,Education,0,,,1390,3534,38461,,6460.5,0.9696235989718074,,28599,0.209423,0.2106282169377107,742.8537108190421,0.1530614829841408,1,57.6
2034-06-28,69,222785,621,Employed,Bachelor,49,30802,60,Single,1,Mortgage,,0.0779447905771589,1,1,0.3847946668877138,0,Education,0,29,15,6592,739,49367,35902,18565.416666666668,0.7697017482745033,4,13465,0.225302,0.2132446546009744,,0.0695879568150128,1,52.8
2034-06-29,36,56402,556,Employed,Bachelor,18,34599,60,Divorced,2,Rent,143,0.1236130925981554,2,1,0.1516655865341473,0,Debt Consolidation,0,30,15,4215,415,71714,7414,4700.166666666667,0.7074635985633484,2,64300,0.2615989999999999,0.2348635185412307,985.0542820774676,0.2400030386321338,0,66.0
2034-06-30,36,52194,602,Employed,,13,19935,24,Divorced,,Own,367,0.483479662225975,3,0,0.3682682598368192,0,Home,0,35,24,8590,727,132543,,4349.5,0.8452376338498772,6,93773,,0.1700475040379003,,0.3109959852547031,1,57.6
2034-07-01,41,,587,Employed,High School,18,19645,108,Married,0,Rent,123,0.036474141825635,5,0,0.1127607369980352,0,Home,0,24,2,909,,53174,14409,2858.1666666666665,0.5813023419389206,,38765,0.2711449999999999,0.2535758479840555,,0.2052282276778257,0,78.0
2034-07-02,52,86221,539,Employed,Bachelor,,43121,36,Married,0,,279,0.2669491842876263,2,1,0.0078454258204181,0,Home,0,31,21,,2501,,37740,,0.6345441811694112,7,143432,,0.2372627853575701,1685.5687400570391,0.2734232365744363,1,51.2
2034-07-03,21,36166,523,Employed,High School,0,14205,72,,0,Own,,0.4076156817739665,4,0,0.4656911817479298,0,Debt Consolidation,,18,20,1197,3719,70396,,3013.833333333333,,4,65321,0.2677049999999999,,,,0,81.0
2034-07-04,18,45132,569,Employed,Bachelor,0,28464,72,Single,,Own,685,0.4187786168642079,,0,0.4170995114347173,0,,0,32,,8257,276,196463,29860,3761.0,0.883267905001734,,166603,0.2589639999999999,0.2277876651737061,728.4066400137659,0.3758060728566247,0,79.0
2034-07-05,32,,597,Employed,Doctorate,8,15812,36,Single,,Rent,294,0.7189505185189351,6,1,0.0994253050968488,0,,0,,18,11050,2305,261790,43860,4244.5,0.8602564015313398,5,217930,0.202312,0.1788982329794946,570.7681279908778,0.2037385152528867,1,56.0
2034-07-06,20,39011,523,Employed,,0,22595,36,Married,1,Rent,242,0.0711848047146489,4,,,0,Home,0,35,28,689,749,168458,36885,3250.9166666666665,0.4202329185423297,4,,,0.2279388724053238,,0.3427404708516429,0,72.0
2034-07-07,34,,528,Employed,High School,14,53417,48,Married,1,Other,451,0.4639486173175395,3,1,,0,Debt Consolidation,,23,18,4870,890,72885,70293,,0.8599583739836122,8,2592,0.284417,0.2947247913455617,1906.9778082374248,1.0010165103777935,0,96.0
2034-07-08,46,50747,611,Employed,,,11894,48,Divorced,1,Rent,278,,2,1,0.2628612565586092,0,Auto,0,33,7,6529,,125725,30195,4228.916666666667,,2,95530,,0.1923495277756558,,0.1501822748840326,1,56.8
2034-07-09,29,37381,493,Employed,Associate,3,10752,96,Married,0,,212,0.4187438042772861,2,,0.2601401701789422,0,Debt Consolidation,0,25,28,2215,1121,76964,16968,3115.083333333333,,3,59996,0.299252,0.280279051594868,281.85049658329007,0.1585352440812038,0,75.0
2034-07-10,22,48786,538,Employed,High School,,44590,96,Married,3,Mortgage,351,0.2532603311055768,0,1,0.3585677060772,0,Debt Consolidation,0,26,28,6468,,57799,17919,4065.5,0.9863378254554804,5,39880,,0.3382926989786979,1350.6801812882975,0.4185660266359113,0,78.0
2034-07-11,40,,582,Employed,High School,16,24848,72,,1,Rent,186,0.4296563390209028,2,0,0.1610104000547373,0,Debt Consolidation,0,20,21,1463,445,,34056,,0.8869699139512938,5,4020,0.248848,0.2590615463751881,,0.2380602197401399,0,74.0
2034-07-12,50,42608,652,Employed,Associate,29,15487,12,Single,3,,1072,0.1715797382060044,1,2,0.2538064513107072,,,0,13,18,753,4908,,26466,3550.6666666666665,0.609183743338637,2,3934,0.154487,0.1586648938646243,1404.1705143996692,0.6973818572285964,0,65.0
2034-07-13,19,127090,558,Employed,Doctorate,0,20660,72,Married,0,Rent,430,0.2332152462660184,5,1,0.3024385057213474,0,Education,0,18,,1296,604,,54683,10590.833333333334,0.8398795581829678,7,8362,0.25666,0.2356309377770931,538.4458659615533,0.0914418946536992,1,57.6
2034-07-14,49,45968,599,Employed,Bachelor,27,19928,60,Divorced,1,,560,0.3963518990147338,,,0.3083652202695788,0,Auto,0,22,20,,977,37013,7257,3830.6666666666665,0.8503696575409521,3,29756,0.225428,,554.3628489633121,0.2909057211007602,0,78.0
2034-07-15,49,93258,553,Employed,,,19121,48,Married,2,Mortgage,761,0.423724244634491,3,3,0.4528741129737177,0,,0,20,13,3017,1994,80351,5537,7771.5,,8,74814,0.237621,,645.1604579568138,0.1809381017765957,1,61.6
2034-07-16,51,29558,575,Employed,Associate,33,43355,48,Single,1,Rent,782,0.3208880575689344,1,2,0.2550737064157061,0,Home,0,29,1,3009,1432,34498,14101,,0.6190396265329222,,20397,0.250855,0.2328938738411459,,0.8844202797805286,0,85.0
2034-07-17,54,15000,601,Unemployed,,,13973,60,Married,0,Mortgage,571,,6,1,0.0848221089337779,0,Home,0,19,27,2360,262,291707,18243,1250.0,0.7948949844566436,5,,0.2184729999999999,0.2176311638441164,384.039471433702,0.7640315771469616,0,70.0
2034-07-18,66,57049,622,Employed,Doctorate,45,19720,36,Married,4,Mortgage,336,0.0831700689427699,2,,0.1380797835360869,0,Debt Consolidation,0,30,15,,,8513,27894,4754.083333333333,0.7512010827176097,7,2353,0.19372,0.193451311702427,726.3024243456622,0.2234505266025337,1,51.2
2034-07-19,35,15000,563,Unemployed,Bachelor,12,12860,60,Married,1,Rent,457,0.1532088551743335,5,2,0.1320210332252278,0,Other,0,21,,7400,126,,22158,1250.0,0.952456750086654,8,9132,0.23636,0.276688451329844,397.8413991856128,0.6838731193484903,0,78.0
2034-07-20,41,74882,603,Employed,High School,23,19833,60,Married,4,Mortgage,417,0.4192054323763611,4,0,0.1452968502293886,0,Auto,,24,4,6821,,8390,,3633.6666666666665,0.8687616330139872,3,1674,0.223333,0.2391975575087374,,,0,74.0
2034-07-21,35,195901,570,Employed,,12,15880,60,Single,5,Rent,,,3,,0.1773778824585597,0,Debt Consolidation,0,27,19,,1469,225060,5911,9338.583333333334,0.7966051766639493,4,219149,0.23588,,411.4671086690044,0.0893569269431306,1,51.2
2034-07-22,40,,611,Employed,Doctorate,22,25778,48,Widowed,1,Own,520,0.1941799997896272,4,1,0.2883406419641966,0,,0,18,21,14314,3373,35622,,3087.583333333333,0.9653506773097584,7,17718,,0.2475800596884933,851.2488736873904,0.4441172028892252,0,69.0
2034-07-23,58,15000,645,Employed,Associate,,20485,24,Single,1,Mortgage,444,0.3428304616467294,1,2,0.0980898979080024,0,Home,0,12,9,6884,864,77220,3436,1250.0,0.8765167949636457,6,73784,0.172985,0.207582,1050.2037153452477,1.1953629722761985,0,70.0
2034-07-24,23,98354,509,Employed,Bachelor,0,29486,48,Divorced,0,Mortgage,329,0.3127757942323949,5,3,0.4141857485004476,0,Home,0,23,6,,2543,119909,30777,8196.166666666666,0.9575417839667004,,89132,,0.2951918428379928,1053.4429066814905,0.1686694479144507,0,79.0
2034-07-25,29,,527,Employed,High School,7,43100,96,,1,Own,1511,0.2106056388047056,4,1,0.3986737213894915,0,Auto,0,22,19,2687,377,54356,19823,2343.0,0.9406344448495244,7,34533,0.3146,0.3225891223837044,1257.121663641736,,0,80.0
2034-07-26,56,43320,518,Employed,High School,32,12246,48,Widowed,0,Own,207,0.0758871569297724,5,0,0.1095217961626859,0,Education,0,17,4,576,3966,46047,113566,,,3,6487,0.248246,0.2009486319266748,373.2694422819945,,0,76.0
2034-07-27,52,111231,582,Unemployed,Master,31,23677,12,Single,0,Mortgage,473,0.2319282510182169,2,1,0.1242794760637517,0,Education,0,25,,218,1621,357398,12070,9269.25,0.7415993652078577,6,345328,0.197677,0.2167893868049877,2212.377222308124,0.2897081449209077,1,54.400000000000006
2034-07-28,35,56690,591,Employed,Associate,12,9974,48,Married,3,Mortgage,557,0.0410300317609569,2,0,0.625835610282095,1,,0,,16,111,225,51254,194988,4724.166666666667,0.943123682203889,,4294,0.209474,0.2513688,331.4711066862233,,0,96.0
2034-07-29,50,82960,594,Employed,,26,22627,60,Divorced,1,Rent,,0.1354126556448209,4,,0.0954267205311741,0,Home,0,,3,3052,4968,141471,11092,6913.333333333333,0.7954383133629693,4,130379,0.230627,0.2077368193646511,609.2592599261587,0.1973374050037838,1,54.400000000000006
2034-07-30,44,,490,Employed,Associate,26,29008,36,Married,0,,377,,4,1,0.0603170110590923,1,,0,18,10,4660,997,37614,3288,7923.166666666667,0.6866952121811806,5,34326,0.269008,,1230.5592696045392,0.2028935319974596,0,84.0
2034-07-31,58,22115,553,Employed,Doctorate,36,18693,36,Single,,Own,568,0.2035910968744069,,0,0.1244308539022231,0,Debt Consolidation,0,22,28,,1040,43702,7634,1842.9166666666667,0.7771419891184822,4,,0.227193,0.2391635788644845,732.5590288667157,0.7057069114357037,0,74.0
2034-08-01,40,19031,567,Employed,High School,18,26802,60,Single,0,Mortgage,344,0.3417516634127384,3,0,0.1492791849063585,0,Debt Consolidation,0,26,17,4143,,,20279,1585.9166666666667,0.7016715365343764,4,153218,0.2483019999999999,0.2245942531846468,747.260104963617,0.6880942283413064,0,70.0
2034-08-02,52,112847,637,Employed,Master,30,25823,60,Single,,Other,667,0.28487872391915,4,0,0.3088896920220286,0,Debt Consolidation,0,24,28,11425,383,596315,28045,9403.916666666666,,5,568270,0.2123229999999999,0.2285547871548353,725.8199728960026,0.1481106247818022,1,49.6
2034-08-03,71,,630,Self-Employed,Associate,46,29474,48,,2,Mortgage,,0.224012923266733,2,2,0.2206134605716523,0,Debt Consolidation,,,24,1876,5441,78147,,2987.75,0.6354801700178636,6,,0.209474,0.1894732352861388,,0.4523326963690383,0,77.0
2034-08-04,47,,651,Unemployed,,27,12074,24,Divorced,3,Rent,605,,2,1,0.2857541664187231,0,,0,21,5,762,376,61251,6304,3184.083333333333,0.9059462272020564,9,54947,0.161574,0.1636396253919778,593.2824723091217,0.376335147941832,0,73.0
2034-08-05,40,26387,634,Unemployed,Doctorate,19,37917,60,Married,4,Other,478,,2,1,0.5297566517850204,0,,0,27,3,2046,,53138,54683,2198.9166666666665,0.8877800802598802,,5944,0.225917,0.199350286274396,1003.1983404155886,0.6736036716939047,0,92.0
